Vessel_ID,Timestamp,Maintenance_Type,Failure_Code,Repair_Time_hours,Incident_Type,Risk_Category,Maintenance_Cost_USD
SHIP_0021,2024-02-01,Hull Inspection,F004,0.0,System Malfunction,Low,24992.40003949737
SHIP_0021,2024-12-10,Electrical System,F008,0.0,System Malfunction,Low,39612.29129408504
SHIP_0021,2024-04-21,Hull Inspection,F004,0.0,System Malfunction,Low,6031.494301733754
SHIP_0021,2024-02-06,Hull Inspection,,0.0,Normal Operation,Low,14876.490840456803
SHIP_0021,2024-08-25,Hull Inspection,F004,0.0,System Malfunction,Low,16057.75183762488
SHIP_0021,2024-11-22,Propeller Repair,F005,30.02843084907191,System Malfunction,Medium,39530.12953162975
SHIP_0021,2024-08-16,Engine Service,F008,0.0,System Malfunction,Medium,25248.26290541489
SHIP_0021,2024-08-14,Propeller Repair,F003,17.189915736663135,Collision Warning,High,35507.11597357908
SHIP_0021,2024-05-11,Hull Inspection,F005,0.0,Collision Warning,Medium,23828.89342132153
SHIP_0021,2024-05-12,Hull Inspection,,45.596021287973656,System Malfunction,Low,44078.28753361469
SHIP_0022,2024-02-08,Hull Inspection,,1.6830974316932759,Mechanical Failure,Low,20520.016204512798
SHIP_0022,2024-12-08,Propeller Repair,F008,40.41572056932919,Collision Warning,Medium,17313.74287267235
SHIP_0022,2024-11-16,Propeller Repair,F004,44.266485776581554,Weather Damage,Low,23612.033405899616
SHIP_0022,2024-05-03,Propeller Repair,,0.0,System Malfunction,Low,30747.768951276845
SHIP_0022,2024-07-20,Engine Service,F002,0.0,Mechanical Failure,Low,35966.73865970635
SHIP_0022,2024-06-04,Navigation Equipment,,0.0,Weather Damage,Medium,33531.09971611157
SHIP_0022,2024-04-15,Safety Systems,F001,0.0,System Malfunction,Low,26038.261472849637
SHIP_0022,2024-04-17,Safety Systems,F007,19.577328155843496,Mechanical Failure,Medium,33519.44837062237
SHIP_0022,2024-02-01,Safety Systems,F008,39.08168458407219,Weather Damage,Low,7389.189417055795
SHIP_0022,2024-01-01,Safety Systems,,29.383339117079636,System Malfunction,Medium,10922.79267696573
SHIP_0022,2024-10-23,Propeller Repair,,0.0,System Malfunction,Medium,38440.460834714366
SHIP_0022,2024-04-19,Propeller Repair,F005,0.0,Collision Warning,Medium,19889.522433716083
SHIP_0022,2024-08-12,Propeller Repair,F005,0.0,Collision Warning,Low,18083.744731277708
SHIP_0022,2024-05-07,Hull Inspection,,0.0,Normal Operation,Medium,16113.123057633255
SHIP_0022,2024-02-22,Propeller Repair,,15.078282900749267,Normal Operation,Low,35471.751557053285
SHIP_0022,2024-01-05,Engine Service,F003,36.921327545142695,Mechanical Failure,Low,35128.76520342666
SHIP_0022,2024-10-31,Safety Systems,F001,23.276098258906632,Collision Warning,Medium,21681.656500414254
SHIP_0022,2024-04-02,Hull Inspection,F006,0.0,Weather Damage,Medium,14476.11453849097
SHIP_0022,2024-08-04,Navigation Equipment,,9.089314259833632,Mechanical Failure,Low,11701.928764082077
SHIP_0022,2024-05-14,Propeller Repair,F001,0.0,Mechanical Failure,Low,18444.597234745223
SHIP_0022,2024-06-20,Safety Systems,F007,26.41884734416761,Normal Operation,Low,40205.822982054255
SHIP_0023,2024-01-27,Electrical System,,0.0,Mechanical Failure,Low,8032.034266297704
SHIP_0023,2024-10-02,Safety Systems,F003,32.22257292017285,Normal Operation,Low,26721.34769993685
SHIP_0023,2024-02-29,Navigation Equipment,,34.08396582016879,Human Error,Medium,29174.18548758568
SHIP_0023,2024-03-13,Navigation Equipment,F008,0.0,Human Error,Low,21481.92888004604
SHIP_0023,2024-08-02,Engine Service,,10.280317872276477,Mechanical Failure,High,13445.366147841441
SHIP_0023,2024-03-24,Navigation Equipment,,37.047359732679624,System Malfunction,Medium,44974.84117376304
SHIP_0023,2024-05-11,Electrical System,F007,0.0,Normal Operation,Medium,44746.62900759122
SHIP_0023,2024-11-14,Navigation Equipment,F008,8.489634843206318,System Malfunction,Medium,43202.77019561649
SHIP_0023,2024-03-22,Electrical System,F007,0.0,Collision Warning,High,21819.90625553811
SHIP_0023,2024-04-25,Electrical System,F006,27.653341286397183,Weather Damage,Medium,11952.461430417548
SHIP_0023,2024-06-04,Safety Systems,F006,0.0,Weather Damage,Low,29801.002683196246
SHIP_0023,2024-02-23,Hull Inspection,F005,0.0,Collision Warning,Low,38699.714153421046
SHIP_0023,2024-03-19,Engine Service,,0.0,Human Error,Medium,17793.423647180978
SHIP_0023,2024-10-04,Propeller Repair,,0.0,Human Error,Medium,40106.63140879965
SHIP_0023,2024-12-17,Engine Service,F004,0.0,Weather Damage,Low,41161.38506733578
SHIP_0023,2024-11-04,Hull Inspection,F006,30.515838324052464,Collision Warning,Low,44905.31392595555
SHIP_0023,2024-10-02,Propeller Repair,,44.4739443533496,Human Error,Low,12295.980689495229
SHIP_0023,2024-01-03,Engine Service,F008,0.0,Collision Warning,Low,11172.147928134746
SHIP_0023,2024-09-19,Navigation Equipment,F003,17.4512006408598,Weather Damage,Low,39522.59599191534
SHIP_0023,2024-05-18,Electrical System,F008,0.0,Human Error,Low,21914.529997024016
SHIP_0023,2024-09-22,Engine Service,,0.0,Mechanical Failure,Low,22764.323355231965
SHIP_0023,2024-03-23,Hull Inspection,F003,15.14407639439366,Normal Operation,Low,23953.81744322382
SHIP_0023,2024-12-26,Navigation Equipment,,0.0,Weather Damage,Medium,49142.221249535294
SHIP_0023,2024-10-11,Safety Systems,F002,0.0,Weather Damage,Medium,44682.772060238734
SHIP_0023,2024-03-09,Propeller Repair,F001,0.0,Normal Operation,Medium,33892.97220339811
SHIP_0023,2024-07-31,Navigation Equipment,F008,8.975764987348132,System Malfunction,Low,26148.834538229607
SHIP_0023,2024-06-02,Safety Systems,F008,0.0,System Malfunction,Low,11000.466002931189
SHIP_0023,2024-05-28,Navigation Equipment,F008,11.934254182873143,Collision Warning,Low,43953.60254487603
SHIP_0023,2024-04-18,Safety Systems,F002,21.083339637766287,Collision Warning,Low,16560.115946156395
SHIP_0023,2024-04-27,Engine Service,F006,0.0,Weather Damage,High,26218.712204088373
SHIP_0023,2024-03-03,Hull Inspection,F003,42.09841886265596,Normal Operation,Medium,28660.584125076646
SHIP_0023,2024-04-14,Safety Systems,,6.167412648485792,Mechanical Failure,Medium,47207.87837813605
SHIP_0024,2024-09-07,Safety Systems,F001,0.0,Normal Operation,Low,43990.164815022225
SHIP_0024,2024-02-04,Propeller Repair,,0.0,Human Error,Low,15709.477743471107
SHIP_0024,2024-12-23,Propeller Repair,F003,0.0,System Malfunction,Low,18790.318892230134
SHIP_0024,2024-07-07,Electrical System,,0.0,Weather Damage,Medium,20219.099359409876
SHIP_0024,2024-08-03,Hull Inspection,,0.0,Mechanical Failure,Low,19057.343018349784
SHIP_0024,2024-02-18,Engine Service,F003,0.0,Weather Damage,Low,44846.80991587641
SHIP_0024,2024-11-29,Propeller Repair,,21.29070701792771,Human Error,Medium,24720.004587057683
SHIP_0024,2024-12-13,Electrical System,,0.0,System Malfunction,Medium,29334.36857634597
SHIP_0024,2024-01-17,Electrical System,,37.982502180634945,Weather Damage,Medium,5181.314247580965
SHIP_0024,2024-10-19,Engine Service,F002,41.74822536212254,Normal Operation,Medium,26939.63534548312
SHIP_0024,2024-09-17,Engine Service,F006,0.0,Collision Warning,Low,44130.23834502678
SHIP_0024,2024-06-09,Hull Inspection,,0.0,Collision Warning,Low,42637.28365661928
SHIP_0024,2024-07-10,Propeller Repair,,0.0,Collision Warning,Low,12642.8709625306
SHIP_0024,2024-03-25,Safety Systems,,14.13091440042206,Weather Damage,Medium,40038.48315447768
SHIP_0024,2024-12-25,Propeller Repair,F008,0.0,Mechanical Failure,Low,39556.8540193055
SHIP_0024,2024-12-11,Hull Inspection,,19.91322810671158,System Malfunction,Low,39599.69453081957
SHIP_0024,2024-08-31,Hull Inspection,,2.919659839786517,Human Error,Low,1565.9463382024662
SHIP_0024,2024-05-30,Electrical System,,23.88211760612148,Mechanical Failure,Low,41777.0235618283
SHIP_0024,2024-08-04,Navigation Equipment,,26.134829864109815,Normal Operation,High,43995.1204546486
SHIP_0024,2024-12-24,Navigation Equipment,F001,0.0,Collision Warning,Low,30987.37904479708
SHIP_0024,2024-04-06,Safety Systems,F001,0.0,Human Error,Low,8330.444068276116
SHIP_0024,2024-10-24,Engine Service,F002,0.0,Weather Damage,Low,645.1353181867655
SHIP_0024,2024-09-25,Engine Service,F007,0.0,Mechanical Failure,Medium,38998.769024847126
SHIP_0024,2024-02-12,Safety Systems,F004,0.0,Collision Warning,Medium,663.0653066493076
SHIP_0024,2024-11-22,Electrical System,F005,45.4213080789007,Weather Damage,Low,9415.64673449012
SHIP_0024,2024-10-13,Engine Service,F005,0.0,Human Error,Medium,33957.03835615123
SHIP_0024,2024-01-16,Navigation Equipment,,0.0,System Malfunction,High,36141.53971599175
SHIP_0024,2024-12-26,Engine Service,F001,0.0,Weather Damage,Medium,42030.958151313636
SHIP_0024,2024-07-30,Propeller Repair,F007,0.0,Weather Damage,High,34338.11038690525
SHIP_0024,2024-02-24,Safety Systems,,15.253874750606993,Collision Warning,Low,28335.701475312482
SHIP_0024,2024-08-16,Electrical System,,46.707276695672924,Human Error,Low,6833.082835091935
SHIP_0025,2024-07-28,Hull Inspection,,0.0,Mechanical Failure,Low,19005.27252321038
SHIP_0025,2024-08-26,Navigation Equipment,,0.0,System Malfunction,Low,20222.997253042817
SHIP_0025,2024-10-11,Hull Inspection,,0.0,Human Error,Low,25685.868705207733
SHIP_0025,2024-01-28,Hull Inspection,,0.0,Collision Warning,Low,32840.483612524215
SHIP_0025,2024-05-19,Navigation Equipment,F003,0.0,Mechanical Failure,Low,30143.486372573112
SHIP_0025,2024-08-21,Engine Service,F001,0.0,Normal Operation,Medium,46680.75240133102
SHIP_0025,2024-07-27,Propeller Repair,F003,13.765683532422646,Collision Warning,High,47966.69603695874
SHIP_0025,2024-02-27,Safety Systems,,0.0,Collision Warning,Medium,29534.81155041579
SHIP_0025,2024-12-29,Navigation Equipment,F004,17.156167115722894,Collision Warning,Low,6493.505909654488
SHIP_0025,2024-11-03,Engine Service,F002,2.4077324387907453,Weather Damage,Low,5343.436416341921
SHIP_0025,2024-03-29,Hull Inspection,F003,40.18418909500198,Human Error,Low,18887.054516042394
SHIP_0025,2024-01-11,Engine Service,F008,44.21944234389704,System Malfunction,Medium,43803.67065699957
SHIP_0025,2024-09-15,Propeller Repair,,9.475068579186331,System Malfunction,Low,36199.86093565033
SHIP_0025,2024-11-27,Navigation Equipment,,32.08565779481633,Normal Operation,High,9189.778123745573
SHIP_0025,2024-03-01,Propeller Repair,F008,19.342940725336526,Normal Operation,Medium,41453.330848423284
SHIP_0025,2024-01-09,Safety Systems,F007,41.20125953330938,System Malfunction,Low,13502.184262657418
SHIP_0025,2024-03-27,Safety Systems,,0.0,Mechanical Failure,Medium,43321.8770023126
SHIP_0025,2024-10-17,Hull Inspection,F001,0.0,Human Error,Low,16334.095659940947
SHIP_0025,2024-12-17,Propeller Repair,F001,0.0,Mechanical Failure,Low,33268.682675656826
SHIP_0025,2024-08-09,Electrical System,F002,34.527736568818376,Mechanical Failure,Low,27425.340950774058
SHIP_0025,2024-01-20,Electrical System,,0.0,Normal Operation,Low,24862.10596180277
SHIP_0025,2024-09-28,Navigation Equipment,,6.08702497102081,System Malfunction,Low,24520.704015397812
SHIP_0025,2024-06-13,Propeller Repair,,12.042382335953466,Weather Damage,High,6473.385592038172
SHIP_0025,2024-06-22,Safety Systems,F003,12.342560609845238,Collision Warning,High,25293.476822188866
SHIP_0025,2024-12-27,Safety Systems,,38.2005464352413,Weather Damage,Medium,23043.25401897709
SHIP_0025,2024-12-03,Engine Service,F005,31.570780457666455,Normal Operation,Low,28608.36887298359
SHIP_0025,2024-03-25,Navigation Equipment,F006,12.75560837788612,Human Error,Medium,2783.8561149572715
SHIP_0026,2024-11-10,Safety Systems,F001,3.344738131399386,Collision Warning,Low,6756.867471678308
SHIP_0026,2024-01-23,Electrical System,,0.0,Normal Operation,Low,37921.843730480636
SHIP_0026,2024-02-10,Electrical System,,0.0,System Malfunction,Medium,10755.400061016639
SHIP_0026,2024-08-28,Electrical System,F007,28.689111105377737,System Malfunction,Low,26508.867957665723
SHIP_0026,2024-01-27,Propeller Repair,F007,13.490488346180147,System Malfunction,Medium,15977.17649766034
SHIP_0026,2024-05-14,Hull Inspection,,47.644295597525854,System Malfunction,High,6355.26127244532
SHIP_0026,2024-11-30,Hull Inspection,,32.29821051390442,Collision Warning,Medium,8347.462940592555
SHIP_0026,2024-05-04,Propeller Repair,F003,18.747278316522376,System Malfunction,Medium,24482.183590467568
SHIP_0026,2024-12-10,Engine Service,,0.0,Human Error,Low,45742.23098133612
SHIP_0026,2024-05-15,Electrical System,F003,0.0,System Malfunction,High,26442.807383433643
SHIP_0026,2024-06-24,Navigation Equipment,F005,22.811720697608248,System Malfunction,Medium,4822.504792681411
SHIP_0026,2024-10-03,Safety Systems,F007,0.0,Weather Damage,Low,24962.8124321336
SHIP_0026,2024-09-03,Hull Inspection,F005,41.20341459558471,System Malfunction,Low,34685.982676948224
SHIP_0026,2024-11-27,Safety Systems,F004,0.0,Weather Damage,High,40652.29599390392
SHIP_0026,2024-05-27,Engine Service,F007,0.0,System Malfunction,Low,12603.022091099087
SHIP_0026,2024-10-13,Hull Inspection,,0.0,Weather Damage,High,46609.21566052607
SHIP_0026,2024-07-18,Propeller Repair,F005,42.627587855813026,Human Error,Low,20723.33171359165
SHIP_0026,2024-10-21,Hull Inspection,,6.132602756006954,Mechanical Failure,Medium,21506.920872012877
SHIP_0026,2024-02-09,Engine Service,F002,0.0,Collision Warning,Low,20973.969906051218
SHIP_0026,2024-02-04,Propeller Repair,F007,0.0,Mechanical Failure,Low,49100.915689132235
SHIP_0026,2024-12-25,Hull Inspection,F008,0.0,Human Error,Low,29398.48008551132
SHIP_0026,2024-09-12,Electrical System,F007,33.866483848652116,Normal Operation,Low,30633.801542351757
SHIP_0026,2024-02-26,Engine Service,F002,0.0,Normal Operation,Low,14525.521956199169
SHIP_0026,2024-09-07,Propeller Repair,,39.89007744985576,Human Error,Low,39028.688084661495
SHIP_0027,2024-05-29,Hull Inspection,F001,0.0,Collision Warning,Low,25887.82783385554
SHIP_0027,2024-06-06,Hull Inspection,F003,0.0,Normal Operation,Low,36212.35249894929
SHIP_0027,2024-04-04,Hull Inspection,F004,4.361267511438909,Human Error,Medium,36534.579649894345
SHIP_0027,2024-06-26,Navigation Equipment,F008,8.396300571995903,Weather Damage,Low,46471.743299117974
SHIP_0027,2024-02-12,Electrical System,F003,0.0,Weather Damage,High,42803.23208244122
SHIP_0027,2024-08-15,Electrical System,F005,0.0,Weather Damage,Medium,47754.521832693186
SHIP_0027,2024-01-24,Safety Systems,F001,18.20240281880285,Collision Warning,Medium,48322.40626020987
SHIP_0027,2024-05-02,Engine Service,F002,39.849580852765015,Mechanical Failure,Medium,42299.332730709175
SHIP_0027,2024-11-21,Hull Inspection,,0.0,Weather Damage,Medium,8584.964598003768
SHIP_0027,2024-06-06,Electrical System,,0.0,Collision Warning,Medium,46644.628922218515
SHIP_0027,2024-11-28,Propeller Repair,F002,0.0,System Malfunction,Low,5527.592144817503
SHIP_0027,2024-06-26,Electrical System,F004,40.991997140219254,Human Error,Low,22442.774562760173
SHIP_0027,2024-06-30,Propeller Repair,,29.53016745349532,Mechanical Failure,Low,39251.82574885356
SHIP_0027,2024-12-09,Hull Inspection,F008,0.0,Human Error,Low,16804.404925358627
SHIP_0027,2024-09-05,Safety Systems,F002,0.0,Mechanical Failure,Medium,27678.349669784755
SHIP_0027,2024-03-14,Hull Inspection,F006,5.691121544801592,System Malfunction,Low,40579.478080746034
SHIP_0027,2024-04-29,Electrical System,F007,4.91465256398381,Collision Warning,Low,23775.292583509887
SHIP_0027,2024-04-17,Navigation Equipment,F006,20.65722570248875,Normal Operation,High,49655.02377586785
SHIP_0027,2024-12-30,Hull Inspection,F002,35.873473423051074,Mechanical Failure,Low,1957.3949484535638
SHIP_0027,2024-03-04,Propeller Repair,,37.39923845376871,Mechanical Failure,Low,28179.416374709785
SHIP_0027,2024-12-26,Navigation Equipment,F008,0.0,Human Error,Low,11833.945143107218
SHIP_0027,2024-08-20,Hull Inspection,F003,42.64316741808341,Weather Damage,Low,18493.240613498965
SHIP_0028,2024-03-03,Hull Inspection,F006,14.511110097637918,Mechanical Failure,High,17414.927720448566
SHIP_0028,2024-11-13,Engine Service,,5.226494798163795,Human Error,Low,15286.189080291932
SHIP_0028,2024-08-12,Hull Inspection,F005,11.313642133552607,Human Error,Low,18642.364351957167
SHIP_0028,2024-04-19,Engine Service,F001,0.0,Mechanical Failure,Low,8494.659520698464
SHIP_0028,2024-10-23,Propeller Repair,,9.538300298690727,Weather Damage,Low,29175.42649688343
SHIP_0028,2024-04-22,Hull Inspection,F002,0.0,Collision Warning,Low,46672.50646825329
SHIP_0028,2024-04-08,Engine Service,,39.738752760734194,Human Error,High,13132.265618700741
SHIP_0028,2024-05-24,Propeller Repair,,33.80534835481337,Collision Warning,Low,10948.758979257536
SHIP_0028,2024-05-04,Navigation Equipment,F002,40.341544958815824,Normal Operation,Low,19223.211531640398
SHIP_0028,2024-11-02,Engine Service,F005,0.0,Collision Warning,Low,13433.149061543618
SHIP_0028,2024-12-24,Propeller Repair,,36.073291939683415,Weather Damage,Low,43019.69436660696
SHIP_0028,2024-12-08,Hull Inspection,,0.0,Human Error,Low,20801.29862857173
SHIP_0028,2024-05-04,Engine Service,F007,0.0,Human Error,Low,31401.95832103453
SHIP_0028,2024-04-29,Navigation Equipment,F008,4.725829712163916,Collision Warning,Low,8394.175236927982
SHIP_0028,2024-01-21,Electrical System,F008,5.399578051015791,System Malfunction,Low,21354.845911289274
SHIP_0028,2024-06-05,Safety Systems,F006,0.0,Collision Warning,Low,15597.393882663124
SHIP_0028,2024-02-11,Safety Systems,,0.0,System Malfunction,Medium,5927.942380702766
SHIP_0028,2024-04-18,Safety Systems,,0.0,Weather Damage,Medium,27254.43076484393
SHIP_0028,2024-11-22,Hull Inspection,F008,29.349451728828814,Human Error,Low,12321.752201608811
SHIP_0028,2024-03-11,Safety Systems,,29.00491449405007,Human Error,Low,36699.81665461106
SHIP_0028,2024-09-27,Safety Systems,F003,0.0,Human Error,Medium,49524.444700642736
SHIP_0028,2024-06-09,Propeller Repair,F007,0.0,Normal Operation,Medium,9896.791040271335
SHIP_0028,2024-06-30,Electrical System,F005,0.0,System Malfunction,Low,5176.342754203515
SHIP_0028,2024-04-16,Electrical System,,0.0,Human Error,Medium,5550.382855893129
SHIP_0029,2024-01-07,Electrical System,F007,30.90187784949112,Weather Damage,Low,8610.661798170608
SHIP_0029,2024-07-07,Navigation Equipment,F006,0.0,Mechanical Failure,Low,36585.48953483973
SHIP_0029,2024-02-29,Engine Service,F008,18.07680034499993,Mechanical Failure,Low,10244.674770738273
SHIP_0029,2024-07-07,Navigation Equipment,F001,0.0,Collision Warning,High,38052.41740425541
SHIP_0029,2024-06-05,Propeller Repair,F005,0.0,Mechanical Failure,Low,48394.03929791713
SHIP_0029,2024-04-14,Engine Service,F006,40.96260319614624,System Malfunction,Low,47526.57061134175
SHIP_0029,2024-08-26,Engine Service,,0.0,Normal Operation,Low,45778.384270462775
SHIP_0029,2024-07-24,Hull Inspection,F001,0.0,System Malfunction,Low,43149.26193845904
SHIP_0029,2024-08-03,Engine Service,F006,14.937322677115397,Mechanical Failure,High,44744.68974845635
SHIP_0029,2024-11-26,Safety Systems,F001,42.160118230812316,Weather Damage,Low,1819.859377812518
SHIP_0029,2024-11-02,Engine Service,,0.0,Mechanical Failure,Medium,19323.759207771513
SHIP_0029,2024-06-25,Hull Inspection,,0.0,Mechanical Failure,Medium,18472.391093174454
SHIP_0029,2024-01-30,Propeller Repair,,0.0,System Malfunction,Low,48175.525959890154
SHIP_0029,2024-03-20,Hull Inspection,,12.007783549509638,Human Error,Medium,8223.973709647911
SHIP_0029,2024-02-16,Safety Systems,F003,12.131870548404901,System Malfunction,Medium,43105.44251097247
SHIP_0029,2024-05-10,Propeller Repair,F003,6.706858047708339,Human Error,Low,40241.50093134647
SHIP_0029,2024-08-03,Propeller Repair,F007,1.971659172450603,Mechanical Failure,Low,18799.71517909846
SHIP_0029,2024-07-06,Hull Inspection,F004,0.0,Collision Warning,Low,4377.566942138086
SHIP_0029,2024-12-04,Propeller Repair,F004,7.450439844475471,Weather Damage,Medium,36962.100824148045
SHIP_0029,2024-12-11,Propeller Repair,,45.09266197273835,System Malfunction,Low,19461.48422976717
SHIP_0029,2024-06-20,Propeller Repair,F007,0.0,Human Error,Medium,32355.09812586002
SHIP_0030,2024-07-03,Navigation Equipment,F006,0.0,Weather Damage,Medium,27242.130506588855
SHIP_0030,2024-07-13,Electrical System,,0.0,Weather Damage,Low,8523.041856467742
SHIP_0030,2024-01-26,Engine Service,F003,0.0,System Malfunction,Medium,41742.263734111475
SHIP_0030,2024-06-19,Engine Service,F008,29.806782724521245,Weather Damage,Low,14855.622416949669
SHIP_0030,2024-12-06,Electrical System,F003,0.0,System Malfunction,Medium,21970.97313946358
SHIP_0030,2024-09-17,Navigation Equipment,,10.89421726240298,Weather Damage,Low,22245.791281135185
SHIP_0030,2024-06-19,Propeller Repair,,2.0964493205187162,Human Error,Low,27482.283478111272
SHIP_0030,2024-02-06,Safety Systems,,15.290784494917023,Human Error,Low,2526.4862646311058
SHIP_0030,2024-08-12,Engine Service,F006,0.0,Mechanical Failure,Low,34759.843722620215
SHIP_0030,2024-04-01,Hull Inspection,F003,0.0,Weather Damage,Medium,2868.2428326445693
SHIP_0030,2024-03-21,Safety Systems,F001,28.603164947442544,Collision Warning,Low,10952.046868611127
SHIP_0030,2024-08-12,Navigation Equipment,F001,42.296627673758096,Mechanical Failure,Low,3540.166229050978
SHIP_0030,2024-07-11,Safety Systems,,0.0,System Malfunction,Low,25008.661691640045
SHIP_0030,2024-06-04,Navigation Equipment,F004,0.0,Collision Warning,Low,44715.41830696732
SHIP_0030,2024-02-22,Electrical System,F005,28.45091701119363,Human Error,Low,11392.003789865474
SHIP_0030,2024-10-09,Engine Service,,26.062012964933047,Collision Warning,Medium,44754.09574427674
SHIP_0030,2024-03-09,Hull Inspection,,37.63562321104817,Human Error,Low,21158.561467835007
SHIP_0030,2024-05-03,Engine Service,F005,0.0,Collision Warning,Low,47264.856239343186
SHIP_0030,2024-09-10,Safety Systems,F008,7.000253895096341,Weather Damage,Medium,2010.2108060855903
SHIP_0030,2024-04-15,Engine Service,F004,16.228702925983008,Normal Operation,Low,13064.134817072372
SHIP_0030,2024-10-03,Engine Service,F004,0.0,Normal Operation,Medium,47063.66266589246
SHIP_0030,2024-12-25,Propeller Repair,F004,11.477030263156541,Collision Warning,Low,24767.97538470112
SHIP_0030,2024-08-26,Engine Service,,11.744555325584905,Normal Operation,Low,27849.030693766297
SHIP_0030,2024-03-16,Safety Systems,,0.0,Mechanical Failure,Medium,36749.28812907923
SHIP_0030,2024-10-11,Electrical System,F005,2.7885113948041464,Human Error,Low,33516.817521582605
SHIP_0030,2024-05-10,Hull Inspection,F002,0.0,Normal Operation,Low,45224.47762860816
SHIP_0030,2024-11-20,Engine Service,F002,0.0,Human Error,Low,21339.655719550978
SHIP_0031,2024-05-29,Electrical System,F007,0.0,Normal Operation,Low,30897.829305176518
SHIP_0031,2024-04-11,Propeller Repair,F005,31.0661268077523,Mechanical Failure,Low,14516.696041047835
SHIP_0031,2024-06-14,Propeller Repair,,0.0,Human Error,Low,9001.208679958572
SHIP_0031,2024-10-26,Propeller Repair,F006,25.74659267365168,System Malfunction,High,20024.615434474246
SHIP_0031,2024-02-28,Navigation Equipment,F008,0.0,Human Error,Low,8346.403577178942
SHIP_0031,2024-12-13,Hull Inspection,F001,0.0,Collision Warning,Medium,32667.68927221815
SHIP_0031,2024-07-26,Hull Inspection,F002,25.711267554809226,Mechanical Failure,Medium,35296.249313170614
SHIP_0031,2024-03-03,Hull Inspection,,7.865697145117845,Collision Warning,Low,49901.036169444385
SHIP_0031,2024-07-23,Propeller Repair,,0.0,System Malfunction,Low,40393.89236447704
SHIP_0031,2024-02-02,Propeller Repair,,40.96268186782666,System Malfunction,Medium,47895.0418476314
SHIP_0031,2024-10-28,Hull Inspection,,0.0,System Malfunction,Low,11718.007608027725
SHIP_0031,2024-08-29,Engine Service,F003,0.0,Mechanical Failure,Medium,19208.651677183072
SHIP_0031,2024-06-12,Safety Systems,,21.245650442736466,System Malfunction,Low,29143.34410440072
SHIP_0031,2024-03-09,Engine Service,F002,46.68866674946405,Collision Warning,Low,22625.390971622175
SHIP_0031,2024-09-02,Propeller Repair,,0.0,Collision Warning,Low,22316.379095475724
SHIP_0031,2024-06-18,Navigation Equipment,F008,0.0,Normal Operation,Medium,21927.834983443216
SHIP_0031,2024-02-08,Navigation Equipment,F002,8.01883993374194,Human Error,Low,19611.791956247976
SHIP_0031,2024-08-28,Engine Service,F006,0.0,Weather Damage,Medium,22123.42943335299
SHIP_0031,2024-03-12,Propeller Repair,F002,36.81286770370248,Normal Operation,Low,36705.089321077576
SHIP_0031,2024-08-20,Safety Systems,F005,0.0,System Malfunction,Low,48740.41807659802
SHIP_0031,2024-01-13,Navigation Equipment,F005,20.78200578063658,Weather Damage,Low,49360.95016390331
SHIP_0031,2024-07-14,Hull Inspection,,22.79799822330379,System Malfunction,Low,21880.92139752619
SHIP_0031,2024-06-30,Hull Inspection,F002,31.6893634775981,Collision Warning,Medium,26915.023133366776
SHIP_0031,2024-02-14,Navigation Equipment,F003,0.0,Normal Operation,Low,13654.536956185755
SHIP_0031,2024-02-10,Propeller Repair,,0.0,Collision Warning,Low,1572.0262304317816
SHIP_0031,2024-09-24,Propeller Repair,,30.1177488589402,Collision Warning,Low,35483.80384709233
SHIP_0031,2024-08-01,Electrical System,F005,0.0,Weather Damage,Medium,33224.52337734321
SHIP_0031,2024-02-20,Hull Inspection,,0.0,Collision Warning,Low,22979.712074751464
SHIP_0031,2024-05-05,Navigation Equipment,F005,0.0,Weather Damage,Medium,17530.436369703373
SHIP_0031,2024-01-14,Hull Inspection,,31.33278534491692,Collision Warning,Low,45356.61843175594
SHIP_0031,2024-01-29,Electrical System,,4.213482000789076,System Malfunction,Low,21319.917821157844
SHIP_0032,2024-05-21,Propeller Repair,,15.101905348950067,Collision Warning,Low,17069.879013935686
SHIP_0032,2024-06-24,Electrical System,F002,0.0,Collision Warning,Medium,14430.89527300876
SHIP_0032,2024-02-29,Engine Service,,6.36057528556327,Collision Warning,Low,20160.958790156663
SHIP_0032,2024-03-16,Engine Service,F002,20.220520811174175,System Malfunction,Medium,10228.056414040511
SHIP_0032,2024-05-03,Electrical System,F002,0.0,Human Error,Low,1470.2262551784925
SHIP_0032,2024-03-27,Navigation Equipment,F005,6.559321059109239,Normal Operation,Low,21408.509919757013
SHIP_0032,2024-12-04,Navigation Equipment,,0.0,Mechanical Failure,Low,10433.697525202673
SHIP_0032,2024-11-18,Engine Service,F007,42.518284538389246,Weather Damage,Low,15844.693133648323
SHIP_0032,2024-04-19,Propeller Repair,,0.0,Normal Operation,Low,13472.928708894684
SHIP_0032,2024-05-24,Navigation Equipment,F005,39.46302944767621,Normal Operation,Medium,27155.29072958075
SHIP_0032,2024-08-24,Propeller Repair,F005,0.0,Mechanical Failure,Medium,37538.091023806686
SHIP_0032,2024-03-26,Electrical System,F004,31.161487564669574,Weather Damage,Low,37529.66102865471
SHIP_0032,2024-10-30,Engine Service,,20.688736886620877,Weather Damage,Low,42305.72052061289
SHIP_0032,2024-01-31,Hull Inspection,F004,23.23624007063895,Collision Warning,High,47524.1459853472
SHIP_0032,2024-10-08,Engine Service,F007,0.0,Collision Warning,Low,20868.160896492158
